image_id,timestamp,sonar_ping_id,bbox_xmin,bbox_ymin,bbox_xmax,bbox_ymax,class,confidence,heading_deg,speed_m_s,latitude,longitude,depth_m
IMG-002923,2025-08-31T05:13:58.101808Z,PING-017581,0.5321,0.1924,0.6004,0.3005,wreck,0.66,309.66,2.96,24.869407,67.360293,114.96
IMG-002924,2025-09-05T21:32:53.790528Z,PING-002206,0.0946,0.4138,0.1255,0.4426,buoy,0.96,181.26,0.44,24.753043,67.25975,22.38
IMG-002925,2025-09-21T19:52:03.687357Z,PING-010824,0.4725,0.1101,0.7245,0.2499,buoy,0.84,81.51,1.9,25.406046,66.722303,279.34
IMG-002926,2025-09-18T23:17:24.300432Z,PING-007523,0.1912,0.4576,0.3307,0.5631,fish,0.48,220.06,1.85,24.678099,66.903146,69.65
IMG-002927,2025-09-24T07:34:07.677343Z,PING-000131,0.35,0.0763,0.4342,0.2434,buoy,0.86,325.63,1.49,24.602582,66.739999,286.8
IMG-002928,2025-09-17T09:31:46.186479Z,PING-015108,0.2498,0.3979,0.4062,0.4389,fish,0.55,61.8,0.94,25.026927,66.447618,115.07
IMG-002929,2025-09-06T13:34:16.658447Z,PING-006750,0.333,0.2473,0.4248,0.2785,fish,0.73,212.39,1.0,24.532724,66.253837,152.33
IMG-002930,2025-09-12T11:43:47.963097Z,PING-017807,0.4477,0.4412,0.5344,0.5553,fish,0.79,324.11,1.16,25.413413,67.287643,203.47
IMG-002931,2025-09-14T14:24:03.644392Z,PING-017734,0.3518,0.1947,0.4789,0.291,buoy,0.77,183.2,1.21,24.591923,66.770456,267.52
IMG-002932,2025-08-28T02:57:32.173277Z,PING-008227,0.5438,0.1611,0.7469,0.2024,buoy,0.72,203.1,1.87,24.640095,67.568359,209.65
IMG-002933,2025-09-11T02:30:30.815380Z,PING-007394,0.3553,0.1009,0.5295,0.2013,rock,0.62,45.94,0.59,24.902542,66.745809,155.3
IMG-002934,2025-09-16T01:10:54.284784Z,PING-004635,0.1993,0.3264,0.3053,0.4696,buoy,0.8,127.37,0.64,24.757266,66.424571,83.19
IMG-002935,2025-08-30T18:56:31.517354Z,PING-008170,0.276,0.1063,0.3184,0.2121,buoy,0.83,322.64,1.93,25.519186,66.867682,240.36
IMG-002936,2025-09-18T04:31:32.108950Z,PING-005782,0.3067,0.2487,0.3853,0.3185,wreck,0.66,54.43,0.83,25.065961,67.330473,269.07
IMG-002937,2025-09-12T06:47:13.744476Z,PING-006312,0.61,0.096,0.7813,0.2255,buoy,0.84,53.36,2.34,24.782308,66.531562,117.54
IMG-002938,2025-09-23T08:04:13.565911Z,PING-004989,0.2315,0.5331,0.3021,0.5781,fish,0.68,250.45,2.69,24.669678,66.279201,347.58
IMG-002939,2025-08-27T01:00:53.294335Z,PING-000826,0.334,0.3467,0.484,0.3718,wreck,0.86,288.22,0.02,24.955289,66.695082,198.28
IMG-002940,2025-09-02T17:30:20.045927Z,PING-004525,0.3026,0.2205,0.3359,0.2859,rock,0.68,299.73,1.62,24.066793,66.464061,152.66
IMG-002941,2025-09-12T19:35:22.352528Z,PING-016524,0.7596,0.09,0.8535,0.1847,fish,0.84,347.65,1.69,24.556454,66.971704,255.87
IMG-002942,2025-09-03T15:59:37.989821Z,PING-018117,0.1452,0.4299,0.2607,0.5827,buoy,0.36,151.96,2.18,25.072518,66.276419,143.05
IMG-002943,2025-09-16T04:51:22.130656Z,PING-010499,0.5945,0.4931,0.6145,0.5368,buoy,0.69,143.96,3.2,24.033876,67.403084,67.84
IMG-002944,2025-09-17T12:57:16.389680Z,PING-011641,0.0862,0.2297,0.1688,0.276,rock,0.73,154.76,2.66,24.471437,67.151294,40.44
IMG-002945,2025-08-28T20:16:56.076243Z,PING-014151,0.0468,0.0934,0.1847,0.18,fish,0.93,104.27,0.63,24.737911,66.690379,288.66
IMG-002946,2025-09-10T04:26:45.468607Z,PING-019206,0.054,0.2188,0.232,0.2869,fish,0.87,149.09,0.35,24.613113,66.57354,147.14
IMG-002947,2025-09-10T00:52:19.017475Z,PING-008887,0.5305,0.034,0.5917,0.0762,rock,0.64,244.69,2.67,24.699832,66.376962,110.49
IMG-002948,2025-09-05T20:21:10.453782Z,PING-002242,0.3647,0.1507,0.438,0.1764,wreck,0.75,5.71,3.29,25.255527,66.477846,12.07
IMG-002949,2025-09-22T18:10:35.941164Z,PING-005818,0.3882,0.2357,0.4448,0.2752,fish,0.88,278.74,1.99,25.389568,66.88713,230.91
IMG-002950,2025-09-19T14:16:31.078494Z,PING-005687,0.166,0.2296,0.3266,0.3785,buoy,0.68,114.24,1.19,24.449249,66.908499,297.89
IMG-002951,2025-09-15T16:27:41.415293Z,PING-004815,0.2199,0.1627,0.3606,0.2342,rock,0.63,136.85,0.29,25.35537,65.731666,180.83
IMG-002952,2025-09-16T04:47:09.337208Z,PING-005728,0.1478,0.3878,0.232,0.4599,fish,0.69,192.68,2.12,25.283413,67.143474,195.89
IMG-002953,2025-09-08T14:54:22.942147Z,PING-019074,0.2511,0.4944,0.2711,0.6522,fish,0.81,338.07,3.05,25.348972,67.706831,66.53
IMG-002954,2025-09-22T09:35:12.496065Z,PING-008363,0.3992,0.224,0.4589,0.2588,fish,0.67,35.66,1.77,24.840255,67.365904,124.66
IMG-002955,2025-09-15T14:34:46.044824Z,PING-016971,0.241,0.2328,0.5171,0.3748,fish,0.99,35.71,3.75,25.219914,67.045241,15.94
IMG-002956,2025-09-16T15:20:13.609195Z,PING-008786,0.4511,0.4566,0.5116,0.482,wreck,0.99,113.09,1.98,25.282973,66.865864,220.45
IMG-002957,2025-09-20T14:53:17.520000Z,PING-010855,0.6192,0.3104,0.717,0.4562,buoy,0.73,183.96,2.45,25.29833,66.976788,206.33
IMG-002958,2025-09-02T23:48:08.256958Z,PING-011703,0.3485,0.2201,0.4428,0.4341,rock,0.9,29.29,2.02,25.345503,66.783455,156.8
IMG-002959,2025-09-18T23:33:42.480205Z,PING-018753,0.3434,0.0494,0.5363,0.0947,buoy,0.77,39.77,3.02,25.191985,65.897863,296.2
IMG-002960,2025-08-31T15:02:38.340246Z,PING-012569,0.0567,0.1355,0.1356,0.276,buoy,0.63,119.03,1.27,25.465066,66.920747,160.41
IMG-002961,2025-09-05T03:07:01.037602Z,PING-018727,0.3339,0.2926,0.5062,0.3431,fish,0.68,202.36,1.73,24.997484,68.564888,150.27
IMG-002962,2025-09-04T20:06:36.994850Z,PING-002217,0.2864,0.4541,0.501,0.5066,fish,0.83,297.36,1.15,24.83932,66.541588,248.63
IMG-002963,2025-09-24T03:00:32.711448Z,PING-004463,0.5109,0.4953,0.547,0.6311,rock,0.73,143.54,0.21,24.632544,67.583526,193.08
IMG-002964,2025-09-20T11:10:39.181338Z,PING-002143,0.4578,0.3216,0.6135,0.4013,submersible,0.75,136.42,1.94,24.629851,66.819942,149.14
IMG-002965,2025-09-15T19:18:46.978625Z,PING-009394,0.1082,0.2812,0.4114,0.356,fish,0.49,152.98,0.87,24.887818,66.579757,451.34
IMG-002966,2025-09-16T13:57:05.823490Z,PING-013369,0.2067,0.2512,0.3452,0.3357,buoy,0.75,193.5,1.79,24.781214,66.747576,264.92
IMG-002967,2025-09-11T15:09:47.380474Z,PING-016318,0.2183,0.7172,0.3659,0.8075,fish,0.77,184.87,2.02,24.375037,67.488148,255.02
IMG-002968,2025-09-23T04:22:33.706528Z,PING-010878,0.1645,0.433,0.3322,0.5604,rock,0.67,105.26,0.46,24.810549,67.187016,14.88
IMG-002969,2025-09-09T15:46:37.384854Z,PING-007646,0.4509,0.4933,0.6052,0.5477,fish,0.7,227.12,1.98,24.962857,66.910635,130.61
IMG-002970,2025-09-06T04:26:36.601366Z,PING-019740,0.1841,0.2766,0.2197,0.4035,buoy,0.8,202.94,0.64,25.173904,66.829383,123.67
IMG-002971,2025-08-30T15:51:22.290710Z,PING-015402,0.6047,0.39,0.6615,0.4919,fish,0.42,258.33,1.81,24.764956,66.245247,52.09
IMG-002972,2025-09-18T08:32:19.748044Z,PING-001955,0.2472,0.5707,0.3174,0.6063,buoy,0.61,355.06,0.97,23.997904,66.956788,114.5
IMG-002973,2025-09-16T19:16:13.369323Z,PING-018235,0.2432,0.2135,0.4177,0.3789,buoy,0.62,49.03,1.0,23.334316,66.945143,134.35
IMG-002974,2025-09-06T07:12:22.957238Z,PING-019108,0.4086,0.1715,0.4851,0.2726,buoy,0.78,117.01,2.63,26.012146,66.248938,59.45
IMG-002975,2025-08-26T12:36:36.026365Z,PING-003713,0.2492,0.475,0.3518,0.5478,fish,0.85,280.1,0.54,25.719473,66.233318,307.84
IMG-002976,2025-09-19T22:32:55.770828Z,PING-018339,0.3436,0.0841,0.3636,0.1541,wreck,0.67,10.74,3.64,25.08492,66.823963,140.75
IMG-002977,2025-08-26T02:41:30.110496Z,PING-018124,0.5793,0.1968,0.6048,0.2441,mine_like_object,0.61,328.65,3.25,24.363604,66.684007,23.95
IMG-002978,2025-09-15T21:08:04.526182Z,PING-009225,0.6533,0.0786,0.7323,0.1856,rock,0.86,342.24,1.59,24.69201,66.898812,183.97
IMG-002979,2025-09-23T21:03:21.125793Z,PING-004563,0.3653,0.408,0.4577,0.5303,fish,0.74,2.16,2.33,24.961605,67.007978,178.09
IMG-002980,2025-09-07T21:35:12.859943Z,PING-010333,0.2101,0.4646,0.3783,0.6362,rock,0.77,260.08,0.76,25.357155,67.07531,13.91
IMG-002981,2025-09-01T19:39:05.763133Z,PING-000134,0.3184,0.1806,0.3537,0.2516,fish,0.62,337.38,3.11,25.003705,66.603553,354.06
IMG-002982,2025-09-15T21:58:40.355415Z,PING-019625,0.3879,0.2588,0.527,0.3487,buoy,0.72,245.11,1.24,25.357516,66.103015,150.75
IMG-002983,2025-09-19T06:48:10.841487Z,PING-017944,0.2335,0.2143,0.4066,0.2814,fish,0.87,292.95,1.96,24.201882,66.434421,176.44
IMG-002984,2025-09-11T03:54:02.076657Z,PING-018048,0.1491,0.2686,0.223,0.3009,submersible,0.94,189.29,1.23,24.967932,66.695335,33.83
IMG-002985,2025-09-23T18:44:10.130847Z,PING-015740,0.3861,0.4668,0.4365,0.5177,fish,0.67,191.47,3.14,24.309997,66.623987,358.85
IMG-002986,2025-08-27T07:40:20.023920Z,PING-006763,0.0556,0.0591,0.1195,0.1514,buoy,0.72,7.75,2.53,24.900224,67.297454,172.44
IMG-002987,2025-09-09T21:55:24.888188Z,PING-019460,0.1189,0.3193,0.1663,0.4751,fish,0.99,14.57,1.55,24.799526,67.281427,171.67
IMG-002988,2025-09-16T07:45:27.328843Z,PING-006525,0.4037,0.7489,0.4632,0.8871,wreck,0.61,218.54,1.86,24.958102,66.585713,1.36
IMG-002989,2025-09-20T15:34:18.798602Z,PING-019737,0.2169,0.0687,0.3031,0.1252,wreck,0.74,191.36,2.48,24.557039,67.265608,212.24
IMG-002990,2025-08-31T03:32:05.243448Z,PING-002637,0.2566,0.5407,0.3676,0.6363,fish,0.56,108.04,1.5,25.000453,66.593931,88.83
IMG-002991,2025-09-18T18:28:23.722114Z,PING-006636,0.1004,0.5336,0.1925,0.6627,fish,0.62,194.99,2.38,25.454229,66.616151,80.19
IMG-002992,2025-09-11T08:25:11.437645Z,PING-013294,0.062,0.4568,0.2001,0.5341,fish,0.61,51.53,0.43,24.760167,67.660178,294.04
IMG-002993,2025-09-06T15:59:21.841101Z,PING-013244,0.3934,0.2222,0.5511,0.3631,fish,0.88,255.13,1.24,24.046867,65.509316,158.56
IMG-002994,2025-08-29T17:18:20.051460Z,PING-016950,0.0208,0.1394,0.0949,0.387,fish,0.49,213.3,1.94,24.741717,66.221956,121.52
IMG-002995,2025-09-20T17:29:01.304475Z,PING-012888,0.1973,0.2194,0.3176,0.2952,wreck,0.86,272.8,1.84,25.347947,65.865654,368.32
IMG-002996,2025-08-30T11:42:26.852985Z,PING-002639,0.2596,0.3371,0.456,0.3853,fish,0.57,255.05,1.86,24.379249,67.51409,208.84
IMG-002997,2025-09-04T01:31:04.828453Z,PING-013317,0.3703,0.3089,0.5731,0.4421,fish,0.76,179.59,2.58,24.401863,66.963362,234.23
IMG-002998,2025-09-03T11:18:12.716230Z,PING-017447,0.5454,0.182,0.6657,0.3219,rock,0.67,206.89,3.31,25.495933,66.961174,67.35
IMG-002999,2025-09-20T21:53:19.874006Z,PING-015560,0.2851,0.2461,0.424,0.4475,buoy,0.83,258.14,1.07,24.076852,67.148429,86.48
IMG-003000,2025-09-14T22:49:00.858372Z,PING-007246,0.2703,0.2226,0.3622,0.2426,buoy,0.99,348.61,2.44,25.293068,66.302647,40.22
IMG-003001,2025-09-18T16:04:52.878903Z,PING-016769,0.1049,0.2449,0.2294,0.4802,rock,0.86,343.3,2.03,25.773758,66.862421,76.21
IMG-003002,2025-09-02T06:48:27.491053Z,PING-006524,0.1248,0.04,0.3054,0.1492,fish,0.99,90.01,2.76,25.016923,65.989858,6.06
IMG-003003,2025-09-13T12:22:48.363564Z,PING-005573,0.3936,0.1292,0.4632,0.2172,buoy,0.6,348.73,2.0,24.497137,66.617063,218.27
IMG-003004,2025-09-11T22:07:40.285692Z,PING-013788,0.1333,0.2582,0.226,0.2782,buoy,0.69,212.88,1.67,24.694279,66.945886,85.16
IMG-003005,2025-09-19T18:06:31.034018Z,PING-015537,0.1945,0.0529,0.2615,0.1157,fish,0.66,271.88,2.47,24.636138,67.785156,101.54
IMG-003006,2025-09-21T22:51:12.358150Z,PING-014426,0.2694,0.1739,0.3013,0.2978,rock,0.65,341.08,1.14,23.989308,67.085815,253.72
IMG-003007,2025-08-26T03:13:25.049052Z,PING-012823,0.2496,0.1883,0.4194,0.2287,buoy,0.82,269.31,0.03,24.717149,66.593177,200.38
IMG-003008,2025-09-14T23:45:54.327583Z,PING-019562,0.1314,0.3629,0.1566,0.4451,buoy,0.64,50.95,2.37,24.916159,67.176906,114.37
IMG-003009,2025-08-27T07:47:33.088701Z,PING-006076,0.4556,0.2619,0.6471,0.5072,buoy,0.99,47.01,1.89,24.040423,66.603136,73.87
IMG-003010,2025-09-11T05:38:56.357264Z,PING-011699,0.485,0.1947,0.6332,0.3556,buoy,0.78,215.83,0.89,25.585341,67.054848,91.32
IMG-003011,2025-09-03T09:33:58.731064Z,PING-019572,0.4416,0.5621,0.4886,0.5903,buoy,0.72,174.57,1.79,24.110234,66.520982,324.52
IMG-003012,2025-09-03T23:20:59.643344Z,PING-018840,0.0767,0.2933,0.2959,0.3605,fish,0.81,166.54,1.11,24.7066,67.622322,140.76
IMG-003013,2025-09-05T08:36:03.138332Z,PING-008022,0.2086,0.0491,0.2952,0.1844,buoy,0.57,14.98,1.87,25.331861,66.411378,27.21
IMG-003014,2025-09-13T09:48:04.725320Z,PING-012338,0.4919,0.1104,0.5882,0.2435,rock,0.64,292.19,0.48,24.343313,66.481909,143.51
IMG-003015,2025-09-04T18:59:12.208396Z,PING-006112,0.2027,0.2231,0.2548,0.3436,rock,0.61,261.2,2.38,25.349196,66.631483,14.88
IMG-003016,2025-09-16T18:00:50.636513Z,PING-014373,0.2689,0.3637,0.4309,0.4324,fish,0.68,12.76,2.33,24.327471,67.109746,266.56
IMG-003017,2025-09-06T21:43:49.680790Z,PING-000697,0.5838,0.1237,0.7016,0.226,submersible,0.44,109.85,0.52,25.181531,66.377442,217.09
IMG-003018,2025-08-27T19:41:06.192586Z,PING-007326,0.6036,0.2538,0.7154,0.3345,fish,0.92,102.17,1.77,25.2447,67.128972,26.84
IMG-003019,2025-09-18T06:46:40.209102Z,PING-017753,0.4826,0.2917,0.5026,0.4182,buoy,0.75,10.42,0.34,24.876743,67.918972,203.16
IMG-003020,2025-09-03T08:13:00.274727Z,PING-009159,0.2433,0.0807,0.3732,0.2741,wreck,0.82,53.3,2.79,24.642032,67.091043,178.0
IMG-003021,2025-09-07T18:03:46.449304Z,PING-019415,0.0971,0.2206,0.1698,0.3563,fish,0.75,35.79,1.93,24.62133,66.655941,260.14
IMG-003022,2025-09-15T07:59:25.242694Z,PING-016499,0.2904,0.1864,0.3513,0.2447,fish,0.86,206.03,2.58,24.490127,66.414656,57.76
IMG-003023,2025-09-04T17:50:21.056712Z,PING-009263,0.1573,0.1648,0.1773,0.319,rock,0.74,187.1,0.06,25.204212,66.832136,239.78
IMG-003024,2025-08-27T11:12:44.718115Z,PING-004522,0.2393,0.4035,0.358,0.4513,mine_like_object,0.8,316.89,2.57,24.8112,66.625676,176.4
IMG-003025,2025-09-05T23:41:38.051240Z,PING-009195,0.222,0.17,0.4439,0.212,rock,0.76,297.39,1.59,25.177303,67.168535,194.86
IMG-003026,2025-09-23T02:28:25.423727Z,PING-016475,0.2052,0.4637,0.3043,0.713,buoy,0.84,25.36,1.7,25.262467,67.231672,151.73
IMG-003027,2025-09-14T00:31:10.255181Z,PING-018949,0.078,0.2869,0.1966,0.3094,buoy,0.79,306.21,1.54,25.36913,66.265701,4.12
IMG-003028,2025-09-14T21:56:08.650728Z,PING-004567,0.3862,0.1336,0.4877,0.3231,fish,0.83,151.81,1.24,23.306354,67.903927,73.99
IMG-003029,2025-09-13T17:42:50.039612Z,PING-009318,0.4398,0.2051,0.5481,0.3206,rock,0.78,265.35,3.53,25.471635,66.175638,334.77
IMG-003030,2025-08-31T17:44:42.321566Z,PING-003349,0.7495,0.1675,0.7695,0.2806,mine_like_object,0.65,262.8,3.64,24.902316,66.430491,1.82
IMG-003031,2025-09-07T07:40:16.073136Z,PING-011465,0.114,0.4046,0.134,0.5056,rock,0.74,324.66,2.88,25.196718,67.291998,309.8
IMG-003032,2025-09-17T07:08:50.654741Z,PING-010009,0.5046,0.7029,0.7187,0.8254,fish,0.63,333.95,0.91,24.744738,66.663756,140.51
IMG-003033,2025-08-28T19:27:33.247841Z,PING-011161,0.0336,0.1173,0.1949,0.1632,buoy,0.56,38.54,2.24,24.995268,67.053516,282.54
IMG-003034,2025-09-03T02:31:29.093008Z,PING-006317,0.301,0.2134,0.4009,0.3123,fish,0.99,326.61,1.69,25.075951,66.314377,41.79
IMG-003035,2025-09-03T01:25:13.826526Z,PING-009006,0.0416,0.5069,0.1065,0.6467,buoy,0.88,295.44,0.53,24.542078,66.392252,228.66
IMG-003036,2025-09-07T17:31:27.757708Z,PING-000851,0.0821,0.3648,0.1577,0.4549,rock,0.91,41.84,0.46,24.49139,66.892333,188.34
IMG-003037,2025-09-24T04:20:10.473905Z,PING-014017,0.1898,0.4704,0.3438,0.516,rock,0.72,291.29,0.65,24.673201,67.059678,93.89
IMG-003038,2025-08-27T19:04:21.298387Z,PING-012608,0.5482,0.3643,0.6445,0.4202,rock,0.6,180.22,0.86,25.369183,66.658345,180.41
IMG-003039,2025-09-10T07:56:07.674818Z,PING-001472,0.1112,0.2401,0.2046,0.3809,rock,0.7,91.55,3.17,24.579245,66.016277,98.96
IMG-003040,2025-08-31T03:36:47.953159Z,PING-007024,0.3751,0.4606,0.5907,0.6157,mine_like_object,0.54,27.37,1.79,25.135327,66.56927,56.24
IMG-003041,2025-09-23T21:21:28.303085Z,PING-013090,0.2719,0.3471,0.3877,0.3963,buoy,0.69,151.45,2.69,24.526538,67.410254,187.75
IMG-003042,2025-08-29T04:02:57.381637Z,PING-001220,0.1615,0.416,0.217,0.6316,rock,0.88,180.93,0.32,25.951103,66.649338,35.12
IMG-003043,2025-09-06T21:03:48.495504Z,PING-013841,0.1862,0.0687,0.2537,0.1433,buoy,0.63,104.0,1.04,25.145087,67.582971,386.18
IMG-003044,2025-09-16T21:44:52.578074Z,PING-007152,0.1726,0.0419,0.4388,0.095,fish,0.64,232.81,1.73,25.105872,66.2792,62.59
IMG-003045,2025-09-15T21:44:59.774830Z,PING-016717,0.2684,0.3915,0.3967,0.563,rock,0.83,295.02,1.65,23.882522,67.358341,119.34
IMG-003046,2025-09-07T10:50:07.324212Z,PING-000323,0.2263,0.2741,0.2715,0.3723,buoy,0.7,173.24,0.15,24.315829,65.984821,39.68
IMG-003047,2025-09-05T03:58:05.340716Z,PING-013369,0.0667,0.514,0.2403,0.744,fish,0.93,235.88,0.58,24.97117,67.575749,33.45
IMG-003048,2025-09-06T16:45:05.982592Z,PING-015250,0.1436,0.1082,0.3953,0.1608,fish,0.88,345.5,0.33,25.352493,67.051373,221.54
IMG-003049,2025-09-02T16:44:58.771490Z,PING-008316,0.3405,0.1458,0.3897,0.177,fish,0.65,143.04,2.56,25.124115,67.242214,179.86
IMG-003050,2025-08-31T22:18:37.674511Z,PING-005384,0.4784,0.1574,0.5424,0.2393,fish,0.56,186.02,2.51,25.568163,66.253128,59.41
IMG-003051,2025-09-09T06:15:33.593456Z,PING-010176,0.4746,0.282,0.5461,0.395,mine_like_object,0.68,300.2,2.24,25.355967,66.552688,148.52
IMG-003052,2025-09-02T19:48:54.193110Z,PING-010512,0.271,0.2022,0.3884,0.3122,fish,0.64,318.51,1.37,24.740978,66.974796,123.28
IMG-003053,2025-09-03T09:26:35.332797Z,PING-000840,0.3872,0.1585,0.4918,0.326,fish,0.82,249.95,0.73,24.551706,66.848801,116.25
IMG-003054,2025-09-14T11:20:06.413909Z,PING-000644,0.1997,0.0635,0.3656,0.2699,buoy,0.84,262.97,0.86,25.201934,67.28866,120.95
IMG-003055,2025-09-23T19:49:03.461149Z,PING-017112,0.119,0.351,0.1474,0.4423,buoy,0.78,325.72,1.58,24.819813,67.531209,156.18
IMG-003056,2025-09-12T21:05:22.321233Z,PING-013716,0.3428,0.1218,0.4179,0.332,fish,0.52,55.62,0.88,24.0739,66.313843,363.87
IMG-003057,2025-08-28T01:53:45.476015Z,PING-003225,0.2383,0.0803,0.2583,0.1003,fish,0.89,172.02,0.75,25.265869,66.856053,371.49
IMG-003058,2025-08-28T00:53:27.424493Z,PING-019922,0.3019,0.2018,0.3248,0.3021,buoy,0.97,314.31,1.55,23.521811,66.473487,73.68
IMG-003059,2025-09-23T07:29:43.685815Z,PING-012767,0.1488,0.208,0.2239,0.2553,buoy,0.77,246.21,1.07,25.052667,67.337544,108.94
IMG-003060,2025-09-03T16:31:12.425860Z,PING-008241,0.3307,0.1453,0.4636,0.2745,fish,0.67,285.99,0.58,24.712443,66.937658,179.79
IMG-003061,2025-08-28T12:45:32.325309Z,PING-015216,0.0107,0.1561,0.2479,0.2017,buoy,0.83,185.06,2.71,25.196776,67.76652,28.2
IMG-003062,2025-09-12T17:46:58.267277Z,PING-014937,0.4343,0.1193,0.5055,0.151,fish,0.65,336.51,2.47,25.051932,65.927727,215.63
IMG-003063,2025-09-13T11:29:52.330711Z,PING-019586,0.3725,0.1049,0.5471,0.2455,fish,0.89,8.7,1.48,24.629823,67.100214,110.92
IMG-003064,2025-09-14T05:23:39.191131Z,PING-019132,0.3236,0.2897,0.4309,0.4729,rock,0.89,303.78,1.62,24.936227,66.213471,229.74
IMG-003065,2025-09-02T19:00:00.753590Z,PING-011776,0.2871,0.1399,0.422,0.1678,rock,0.76,287.5,0.66,25.41331,67.046155,74.29
IMG-003066,2025-08-26T05:21:01.590867Z,PING-004862,0.1667,0.4806,0.2772,0.5346,buoy,0.7,147.77,2.45,24.178844,67.578742,432.64
IMG-003067,2025-09-23T17:16:54.535009Z,PING-005059,0.367,0.0909,0.4615,0.1299,fish,0.94,272.32,0.21,24.373822,67.484656,49.69
IMG-003068,2025-09-02T07:06:49.471814Z,PING-018901,0.4105,0.673,0.5532,0.7443,rock,0.92,29.55,1.03,24.651586,67.051527,90.97
IMG-003069,2025-09-15T01:12:34.836015Z,PING-004052,0.2702,0.0491,0.378,0.1583,fish,0.57,246.3,1.02,23.831996,67.545142,78.56
IMG-003070,2025-09-15T23:14:39.320109Z,PING-003778,0.4625,0.283,0.5108,0.5072,fish,0.79,119.07,2.39,23.778798,66.903,7.47
IMG-003071,2025-09-13T01:40:33.922453Z,PING-003708,0.3451,0.3203,0.4662,0.5372,buoy,0.97,3.94,1.06,25.083349,67.155264,207.68
IMG-003072,2025-09-04T03:45:50.663185Z,PING-001968,0.6646,0.057,0.7621,0.2862,wreck,0.99,282.0,1.68,24.845882,66.113126,102.1
IMG-003073,2025-09-02T21:39:36.187139Z,PING-016230,0.6116,0.3485,0.7063,0.3685,rock,0.61,66.41,3.0,25.349072,66.684693,161.23
IMG-003074,2025-09-12T16:47:30.886148Z,PING-016476,0.3148,0.3012,0.3931,0.4243,fish,0.83,270.17,0.86,25.736118,66.973488,386.24
IMG-003075,2025-09-20T18:03:34.579705Z,PING-012179,0.1404,0.2473,0.1695,0.3408,fish,0.52,161.85,0.95,24.23984,67.190541,351.18
IMG-003076,2025-09-23T04:07:08.522752Z,PING-011975,0.5021,0.3345,0.5934,0.3758,buoy,0.84,317.72,0.0,24.927595,67.438028,259.25
IMG-003077,2025-08-28T22:43:22.542398Z,PING-002086,0.3032,0.3367,0.4763,0.3727,fish,0.66,172.24,2.17,24.869445,66.964017,72.28
IMG-003078,2025-08-30T09:56:50.461236Z,PING-019930,0.0881,0.2644,0.2496,0.4217,rock,0.69,100.52,2.38,24.6104,67.622687,230.7
IMG-003079,2025-09-23T02:40:51.080149Z,PING-000744,0.1293,0.3898,0.2176,0.4895,buoy,0.6,268.7,1.25,26.133978,67.847496,150.77
IMG-003080,2025-09-16T20:46:34.009227Z,PING-018488,0.1438,0.4132,0.3352,0.5252,buoy,0.9,190.81,2.39,24.071931,66.972259,158.59
IMG-003081,2025-09-21T06:13:34.691342Z,PING-012956,0.0438,0.4126,0.132,0.4346,fish,0.54,12.48,0.09,24.865121,67.610241,196.1
IMG-003082,2025-08-31T20:21:58.485062Z,PING-018799,0.5748,0.3585,0.6513,0.474,fish,0.74,154.97,1.99,25.029779,66.571648,224.54
IMG-003083,2025-09-12T09:31:57.275299Z,PING-013234,0.3721,0.3681,0.4298,0.4913,rock,0.85,347.94,1.97,24.612396,66.739026,122.62
IMG-003084,2025-09-15T19:17:28.526113Z,PING-016039,0.0821,0.2358,0.2349,0.3291,fish,0.89,29.54,1.92,24.384006,67.639802,215.83
IMG-003085,2025-09-15T04:09:04.704462Z,PING-019930,0.3715,0.3156,0.412,0.5771,fish,0.85,273.11,1.76,25.184527,68.417158,268.21
IMG-003086,2025-09-07T00:20:23.880109Z,PING-000490,0.2931,0.2648,0.4003,0.3194,rock,0.99,45.4,1.3,24.599883,66.77065,361.2
IMG-003087,2025-08-26T05:33:18.256647Z,PING-009251,0.2151,0.3895,0.2796,0.5565,rock,0.72,301.89,2.81,25.028047,67.60128,265.04
IMG-003088,2025-09-12T06:10:39.036620Z,PING-019464,0.2221,0.6125,0.2483,0.8623,fish,0.57,107.77,0.68,24.359533,67.723606,49.34
IMG-003089,2025-09-02T08:42:13.886937Z,PING-013933,0.5483,0.2806,0.751,0.4174,rock,0.8,92.45,0.96,25.522553,66.472228,62.66
IMG-003090,2025-09-08T06:39:13.703385Z,PING-005493,0.3072,0.637,0.3864,0.7986,fish,0.72,197.92,2.46,24.905095,66.764433,228.37
IMG-003091,2025-09-23T11:55:44.688480Z,PING-016785,0.5015,0.2528,0.6341,0.3759,buoy,0.87,204.42,2.14,23.939123,66.790916,226.85
IMG-003092,2025-09-06T17:46:34.240712Z,PING-018453,0.4286,0.8667,0.474,0.8867,buoy,0.84,110.63,0.46,25.014589,67.310391,462.55
IMG-003093,2025-09-19T23:07:40.461857Z,PING-002523,0.3286,0.2011,0.486,0.2658,submersible,0.39,72.46,0.31,24.851533,67.661001,123.93
IMG-003094,2025-08-31T10:13:11.947485Z,PING-007406,0.2758,0.1189,0.3049,0.1639,buoy,0.63,55.84,0.71,24.756484,66.79609,11.43
IMG-003095,2025-09-14T22:38:32.308264Z,PING-000031,0.3092,0.1739,0.3456,0.3699,wreck,0.99,68.92,1.72,24.60199,67.420081,138.17
